m_x,xsec
1150.0,0.02750008460793928
1160.0,0.02593214004084259
1170.0,0.024325622183092723
1180.0,0.023031642088498786
1190.0,0.02176975491375733
1200.0,0.020468422324593387
1210.0,0.01940720878112187
1220.0,0.01846474444130429
1230.0,0.017880892784798687
1240.0,0.016568574803184428
1250.0,0.01602761363028147
1260.0,0.015225141640136726
1270.0,0.014427886636621364
1280.0,0.013470025007295897
1290.0,0.012864726396298844
1300.0,0.012012280831902724
1310.0,0.011683998884402262
1320.0,0.011180582096811427
1330.0,0.010509401309671262
1340.0,0.010148701991394362
1350.0,0.009256720082566233
1360.0,0.008979529190139111
1370.0,0.008550439408316533
1380.0,0.008232344541100814
1390.0,0.007746196122411415
1400.0,0.007372345349388632
1410.0,0.00703810951866073
1420.0,0.0065948083635151014
1430.0,0.006402160128062996
1440.0,0.006123578017493359
1450.0,0.00590012753839234
1460.0,0.005549844455847045
1470.0,0.005353928941936147
1480.0,0.005081968933598207
1490.0,0.004731260131758671
1500.0,0.0045623648503893615
1510.0,0.004447632604467175
1520.0,0.004194871387449411
1530.0,0.004023719236291772
1540.0,0.0038681304342464084
1550.0,0.0036487124054563874
1560.0,0.0034999447808319126
1570.0,0.003299825277909308
1580.0,0.0031806449557350313
1590.0,0.0030478528648366816
1600.0,0.002894965644696049
1610.0,0.002780911469580674
1620.0,0.0026639042095845623
1630.0,0.0025435069417679658
1640.0,0.0024654996318983365
1650.0,0.0023582056925933645
1660.0,0.0022660433222832337
1670.0,0.0021632152695013245
1680.0,0.002049064140204957
1690.0,0.0019731166250471317
1700.0,0.001869170997473895
1710.0,0.0017599674572340424
1720.0,0.0017267449605157979
1730.0,0.0016694289725842958
1740.0,0.001612211406632446
1750.0,0.0015416678248759434
1760.0,0.0014787585738313563
1770.0,0.0013974833620035714
1780.0,0.0013500384720695738
1790.0,0.0012761618664274903
1800.0,0.0012244425917593334
1810.0,0.001191443611173127
1820.0,0.0011333547799565076
1830.0,0.001099395552393418
1840.0,0.0010694880395798812
1850.0,0.0010288778696578233
1860.0,0.0009697039416792894
1870.0,0.0009272763699009203
1880.0,0.0009052633809523012
1890.0,0.0008576968088345739
1900.0,0.0008407491058792781
1910.0,0.0007892394061860063
1920.0,0.0007600447436420022
1930.0,0.000727194568761899
1940.0,0.0007089833467298865
1950.0,0.0006826749885261462
1960.0,0.0006518216626639694
1970.0,0.000632500279109605
1980.0,0.0006083400906878491
1990.0,0.0005700234462301503
2000.0,0.000550257841661068
2010.0,0.0005352559417472793
2020.0,0.000514918266579558
2030.0,0.0004946831905636222
2040.0,0.00047829162338139744
2050.0,0.00046088462067375426
2060.0,0.00043548906597944023
2070.0,0.00041847994138895835
2080.0,0.0004118436698211417
2090.0,0.00039630314613394753
2100.0,0.00038564489599429437
2110.0,0.0003708448250508464
2120.0,0.00035651169397147247
2130.0,0.00033708751326098175
2140.0,0.0003306669821191243
2150.0,0.00031291002831385073
2160.0,0.0003107278583747895
2170.0,0.00029594569307527966
2180.0,0.00028519540873809813
2190.0,0.0002745942738934444
2200.0,0.0002604600320773822
2210.0,0.0002555284563248245
2220.0,0.00024283852237928154
2230.0,0.00023604004724110808
2240.0,0.00022791442242648018
2250.0,0.00021514607054907913
2260.0,0.0002098169594157517
2270.0,0.00020133760747371917
2280.0,0.00019938722835604667
2290.0,0.00018649610754984088
2300.0,0.00018304058920367216
2310.0,0.00017704992660233396
2320.0,0.000170941606119484
2330.0,0.000164068004914078
2340.0,0.00015828424934199135
2350.0,0.0001553245013085593
2360.0,0.00015172350159082238
2370.0,0.00014190667278331134
2380.0,0.00013900295605679024
2390.0,0.00013281832755136465
2400.0,0.0001287538416604051
2410.0,0.00012538776248679538
2420.0,0.00012090528992401807
2430.0,0.00011587553746850618
2440.0,0.00011265334802342183
2450.0,0.00010741940141115357
2460.0,0.00010572538244956881
2470.0,9.988392067835753e-05
2480.0,9.814989890454105e-05
2490.0,9.355322765823896e-05
2500.0,9.291663865996289e-05
2510.0,8.757601582358759e-05
2520.0,8.508281966810369e-05
2530.0,8.248916942385975e-05
2540.0,7.863988953504925e-05
2550.0,7.586607836922416e-05
2560.0,7.533380353084538e-05
