,xsec
3100.0,0.005919362672859648
3110.0,0.005870257245076962
3120.0,0.0057852179724780855
3130.0,0.0057532089144227885
3140.0,0.005643426246722084
3150.0,0.005761489488893805
3160.0,0.005716234457008796
3170.0,0.005690914024987084
3180.0,0.005659400917904666
3190.0,0.0055689162601056325
3200.0,0.0055000843324287734
3210.0,0.005533435371180152
3220.0,0.005496954780176909
3230.0,0.005470993286128245
3240.0,0.005404196478635287
3250.0,0.005398301055984467
3260.0,0.005200917759343198
3270.0,0.00534982697364377
3280.0,0.005290145953171172
3290.0,0.005283470065803493
3300.0,0.005173025514219169
3310.0,0.005141298240331152
3320.0,0.004961055840419834
3330.0,0.0051378737201946
3340.0,0.005005635314014151
3350.0,0.0050236736267357685
3360.0,0.004983387799096262
3370.0,0.0049230391229375834
3380.0,0.004907894361218146
3390.0,0.004855808633147405
3400.0,0.004814580978351409
3410.0,0.004796852686874133
3420.0,0.004691087940446641
3430.0,0.004774310406471554
3440.0,0.0047756528457697355
3450.0,0.004667845427059047
3460.0,0.004643740971532346
3470.0,0.00463565086909394
3480.0,0.004664806246932614
3490.0,0.004576499512067862
3500.0,0.004576605633635876
3510.0,0.004516609448391951
3520.0,0.004345467290316857
3530.0,0.004482578876855587
3540.0,0.004533810365293411
3550.0,0.0044531325812108965
3560.0,0.0044748199319670475
3570.0,0.004367611407953467
3580.0,0.004382254666977213
3590.0,0.004322497634346039
3600.0,0.004253920797236291
3610.0,0.004201933645452249
3620.0,0.004166927749567843
3630.0,0.004228497904579807
3640.0,0.004198977805590848
3650.0,0.004187607875131143
3660.0,0.004095846070565479
3670.0,0.004096030228902271
3680.0,0.004042217981671578
3690.0,0.004119141618076804
3700.0,0.004112442444745948
3710.0,0.0039726493228799935
3720.0,0.004030065238389297
3730.0,0.004046906082569606
3740.0,0.003877277720021265
3750.0,0.004023711206981579
3760.0,0.003919269386090362
3770.0,0.003940027030283687
3780.0,0.0037990575818696525
3790.0,0.0038709629541102456
3800.0,0.003842417910364134
3810.0,0.003814569299478781
3820.0,0.003798238574153863
3830.0,0.0037481276430663783
3840.0,0.003816907190413094
3850.0,0.0037450900005984358
3860.0,0.0036543492355539686
3870.0,0.003708505281665262
3880.0,0.003613218394299848
3890.0,0.0036533540690580264
3900.0,0.0036639528462884675
3910.0,0.003613980471036093
3920.0,0.003627633834870327
3930.0,0.003591561441449544
3940.0,0.003515934549311658
3950.0,0.003485754934259615
3960.0,0.003521467979717733
3970.0,0.0034960743347303832
3980.0,0.0034899507306373886
3990.0,0.0034098203735051878
4000.0,0.003425647666022958
4010.0,0.0034269148692619117
4020.0,0.0034010524751305372
4030.0,0.0034037756695265375
4040.0,0.003394420665633876
4050.0,0.0033388573642845224
4060.0,0.0033040440280649786
4070.0,0.0033504673759339096
4080.0,0.0033276281153547505
4090.0,0.0032753851646237326
4100.0,0.003243741730152095
4110.0,0.0032923044586936332
4120.0,0.0032600614805394783
4130.0,0.003195633197117148
4140.0,0.003188184314205554
4150.0,0.003166472814132533
4160.0,0.003218270952899501
4170.0,0.0031612085956366233
4180.0,0.0031053222554193864
4190.0,0.003170463837474067
4200.0,0.003066420407145652
4210.0,0.0031210676524117127
4220.0,0.0030841134609354225
4230.0,0.003049148826032079
4240.0,0.0030671203281693133
4250.0,0.0030059539272916927
4260.0,0.003055578443520344
4270.0,0.003033466427069048
4280.0,0.003010761159517194
4290.0,0.0030020389428218395
4300.0,0.002984077260092355
4310.0,0.002925046886694962
4320.0,0.0029777770483050436
4330.0,0.002876393107301909
4340.0,0.0029667180891887403
4350.0,0.0029360166087224115
4360.0,0.0029439140444789368
4370.0,0.002844587459422596
4380.0,0.002841402311288693
4390.0,0.0028206169763382353
4400.0,0.0028380537716846434
4410.0,0.002871815948087248
4420.0,0.0028014590665758985
4430.0,0.0028055950327547214
4440.0,0.0027612251911560636
4450.0,0.002762852759043738
4460.0,0.0028265700613898078
4470.0,0.002780872866588707
4480.0,0.002699395178297399
4490.0,0.0027378641558658125
4500.0,0.002698415139169289
4510.0,0.002691180142544052
4520.0,0.002716322860045283
4530.0,0.002651094257180853
4540.0,0.0027028488014159795
4550.0,0.002685924130368576
4560.0,0.0026396058341202175
4570.0,0.0026267390492762353
4580.0,0.0025936956023489078
4590.0,0.002585477427628346
4600.0,0.002545760314353548
4610.0,0.0025665618658110355
4620.0,0.0025547047191569407
4630.0,0.0025898575515571455
4640.0,0.002532467950750887
4650.0,0.0025469369976336936
4660.0,0.002467234539613315
4670.0,0.002556226268023031
4680.0,0.0024675355024791315
4690.0,0.0024746376952716467
4700.0,0.002479206145864504
4710.0,0.002425986318635539
4720.0,0.0024487592991075855
4730.0,0.0024570160749796404
4740.0,0.002403120416272412
4750.0,0.002380475948718501
4760.0,0.0024332266285671013
4770.0,0.002347145650987973
4780.0,0.002412070457841195
4790.0,0.0023536383443113038
4800.0,0.002331357690569849
4810.0,0.0023808506701681656
4820.0,0.002314746640595105
4830.0,0.0023277461405211996
4840.0,0.002314806835521029
4850.0,0.0023114407454522517
4860.0,0.0022824360374975967
4870.0,0.0023029409407641192
4880.0,0.0023134061420800756
4890.0,0.0023025180161110924
4900.0,0.0022823465978693276
4910.0,0.00226665123543144
4920.0,0.002231742876705251
4930.0,0.0022035784383754747
4940.0,0.0022617279683013742
4950.0,0.0021459837787946505
4960.0,0.002202876222184831
4970.0,0.0022110932414126094
4980.0,0.0021832836411152996
4990.0,0.002169105422934922
5000.0,0.0021702789030540754
5010.0,0.002160476246537972
5020.0,0.0021828357005032224
5030.0,0.0020995562966693512
5040.0,0.00216576493655211
5050.0,0.0021172667289515055
