m,effs
1620.0,0.7660638501828254
1625.0,0.7663320785527383
1630.0,0.7665994824361699
1635.0,0.7668660667951763
1640.0,0.7671318365474269
1645.0,0.7673967965667283
1650.0,0.7676609516835433
1655.0,0.7679243066855017
1660.0,0.768186866317905
1665.0,0.7684486352842206
1670.0,0.7687096182465707
1675.0,0.7689698198262156
1680.0,0.769229244604027
1685.0,0.7694878971209556
1690.0,0.7697457818784943
1695.0,0.7700029033391296
1700.0,0.7702592659267911
1705.0,0.7705148740272949
1710.0,0.7707697319887754
1715.0,0.7710238441221162
1720.0,0.7712772147013731
1725.0,0.7715298479641919
1730.0,0.7717817481122169
1735.0,0.7720329193114983
1740.0,0.7722833656928931
1745.0,0.7725330913524564
1750.0,0.7727821003518316
1755.0,0.773030396718632
1760.0,0.7732779844468229
1765.0,0.7735248674970889
1770.0,0.773771049797205
1775.0,0.7740165352423976
1780.0,0.7742613276957027
1785.0,0.7745054309883188
1790.0,0.7747488489199537
1795.0,0.7749915852591678
1800.0,0.775233643743714
1805.0,0.7754750280808698
1810.0,0.775715741947768
1815.0,0.7759557889917197
1820.0,0.7761951728305383
1825.0,0.7764338970528515
1830.0,0.7766719652184175
1835.0,0.77690938085843
1840.0,0.7771461474758228
1845.0,0.7773822685455718
1850.0,0.7776177475149861
1855.0,0.7778525878040057
1860.0,0.7780867928054849
1865.0,0.7783203658854783
1870.0,0.7785533103835238
1875.0,0.7787856296129156
1880.0,0.7790173268609792
1885.0,0.7792484053893434
1890.0,0.7794788684342024
1895.0,0.779708719206583
1900.0,0.7799379608926005
1905.0,0.7801665966537183
1910.0,0.7803946296269975
1915.0,0.7806220629253491
1920.0,0.78084889963778
1925.0,0.7810751428296343
1930.0,0.7813007955428364
1935.0,0.781525860796128
1940.0,0.7817503415852998
1945.0,0.7819742408834256
1950.0,0.7821975616410892
1955.0,0.7824203067866109
1960.0,0.7826424792262698
1965.0,0.7828640818445223
1970.0,0.7830851175042226
1975.0,0.7833055890468348
1980.0,0.7835254992926446
1985.0,0.783744851040971
1990.0,0.7839636470703701
1995.0,0.7841818901388415
2000.0,0.7843995829840282
2005.0,0.7846167283234169
2010.0,0.7848333288545355
2015.0,0.7850493872551456
2020.0,0.7852649061834351
2025.0,0.7854798882782101
2030.0,0.7856943361590791
2035.0,0.7859082524266388
2040.0,0.7861216396626607
2045.0,0.7863345004302662
2050.0,0.7865468372741096
2055.0,0.7867586527205526
2060.0,0.786969949277839
2065.0,0.7871807294362667
2070.0,0.7873909956683591
2075.0,0.7876007504290321
2080.0,0.7878099961557608
2085.0,0.7880187352687442
2090.0,0.788226970171066
2095.0,0.7884347032488588
2100.0,0.7886419368714574
2105.0,0.7888486733915605
2110.0,0.7890549151453827
2115.0,0.7892606644528084
2120.0,0.7894659236175432
2125.0,0.7896706949272643
2130.0,0.7898749806537668
2135.0,0.7900787830531115
2140.0,0.7902821043657688
2145.0,0.7904849468167607
2150.0,0.7906873126158032
2155.0,0.7908892039574469
2160.0,0.7910906230212116
2165.0,0.7912915719717262
2170.0,0.7914920529588629
2175.0,0.791692068117869
2180.0,0.7918916195695007
2185.0,0.7920907094201524
2190.0,0.7922893397619863
2195.0,0.7924875126730604
2200.0,0.7926852302174523
2205.0,0.7928824944453865
2210.0,0.793079307393358
2215.0,0.7932756710842508
2220.0,0.793471587527462
2225.0,0.79366705871902
2230.0,0.7938620866417017
2235.0,0.7940566732651502
2240.0,0.7942508205459897
2245.0,0.7944445304279393
