m_x,gtot
4620.0,1.0171942075684015
4630.0,1.0171933418601475
4640.0,1.0171924741352454
4650.0,1.017191604430633
4660.0,1.0171907327827607
4670.0,1.0171898592275896
4680.0,1.0171889838006054
4690.0,1.0171881065368211
4700.0,1.0171872274707854
4710.0,1.0171863466365896
4720.0,1.0171854640678724
4730.0,1.0171845797978274
4740.0,1.01718369385921
4750.0,1.0171828062843427
4760.0,1.0171819171051204
4770.0,1.0171810263530185
4780.0,1.0171801340590962
4790.0,1.0171792402540067
4800.0,1.017178344967997
4810.0,1.0171774482309168
4820.0,1.0171765500722247
4830.0,1.0171756505209935
4840.0,1.0171747496059116
4850.0,1.017173847355294
4860.0,1.0171729437970856
4870.0,1.0171720389588623
4880.0,1.0171711328678428
4890.0,1.0171702255508888
4900.0,1.0171693170345102
4910.0,1.0171684073448728
4920.0,1.0171674965077995
4930.0,1.0171665845487785
4940.0,1.0171656714929644
4950.0,1.0171647573651845
4960.0,1.0171638421899454
4970.0,1.017162925991433
4980.0,1.0171620087935183
4990.0,1.0171610906197635
5000.0,1.0171601714934264
5010.0,1.0171592514374603
5020.0,1.0171583304745238
5030.0,1.0171574086269797
5040.0,1.0171564859169018
5050.0,1.017155562366079
